가,197,15,7864,IC,*,F,가,*,*,*,*
가동가동,197,16,4252,IC,*,T,가동가동,*,*,*,*
가마이,197,15,4252,IC,*,F,가마이,*,*,*,*
가만,197,16,4606,IC,*,T,가만,*,*,*,*
갈갈갈갈,197,16,4252,IC,*,T,갈갈갈갈,*,*,*,*
개새끼,197,15,4077,IC,*,F,개새끼,*,*,*,*
개자식,197,16,4252,IC,*,T,개자식,*,*,*,*
갸르르,197,15,4252,IC,*,F,갸르르,*,*,*,*
갸르르르르,197,15,4252,IC,*,F,갸르르르르,*,*,*,*
갸르르르르르,197,15,4252,IC,*,F,갸르르르르르,*,*,*,*
거,197,15,6213,IC,*,F,거,*,*,*,*
거봐,197,15,4293,IC,*,F,거봐,*,*,*,*
거시기,197,15,4781,IC,*,F,거시기,*,*,*,*
거참,197,16,4646,IC,*,T,거참,*,*,*,*
걸음마,197,15,4242,IC,*,F,걸음마,*,*,*,*
게,197,15,5259,IC,*,F,게,*,*,*,*
경롓,197,16,4251,IC,*,T,경롓,*,*,*,*
고,197,15,7326,IC,*,F,고,*,*,*,*
고수레,197,15,4252,IC,*,F,고수레,*,*,*,*
고오,197,15,4269,IC,*,F,고오,*,*,*,*
고이연,197,16,4261,IC,*,T,고이연,*,*,*,*
곤두곤두,197,15,4252,IC,*,F,곤두곤두,*,*,*,*
곤지곤지,197,15,4252,IC,*,F,곤지곤지,*,*,*,*
과연,197,16,5406,IC,*,T,과연,*,*,*,*
구구,197,15,4549,IC,*,F,구구,*,*,*,*
구구구,197,15,4252,IC,*,F,구구구,*,*,*,*
그,197,15,2994,IC,*,F,그,*,*,*,*
그거참,197,16,4634,IC,*,T,그거참,*,*,*,*
그것참,197,16,4252,IC,*,T,그것참,*,*,*,*
그까,197,15,5799,IC,*,F,그까,*,*,*,*
그래,197,15,3358,IC,*,F,그래,*,*,*,*
그래그래,197,15,4842,IC,*,F,그래그래,*,*,*,*
그래두야,197,15,4252,IC,*,F,그래두야,*,*,*,*
그래설라무네,197,15,4252,IC,*,F,그래설라무네,*,*,*,*
그래애,197,15,4252,IC,*,F,그래애,*,*,*,*
그래에,197,15,4252,IC,*,F,그래에,*,*,*,*
그래요,197,15,5388,IC,*,F,그래요,*,*,*,*
그래이,197,15,4511,IC,*,F,그래이,*,*,*,*
그랴,197,15,4255,IC,*,F,그랴,*,*,*,*
그러게,197,15,1779,IC,*,F,그러게,*,*,*,*
그러니깐요,197,15,4609,IC,*,F,그러니깐요,*,*,*,*
그러먼,197,16,4252,IC,*,T,그러먼,*,*,*,*
그러면요,197,15,4627,IC,*,F,그러면요,*,*,*,*
그러믄,197,16,4401,IC,*,T,그러믄,*,*,*,*
그러믄요,197,15,4252,IC,*,F,그러믄요,*,*,*,*
그러엄,197,16,4252,IC,*,T,그러엄,*,*,*,*
그런,197,16,5936,IC,*,T,그런,*,*,*,*
그럼,197,16,4471,IC,*,T,그럼,*,*,*,*
그럼요,197,15,4538,IC,*,F,그럼요,*,*,*,*
그럼유,197,15,4252,IC,*,F,그럼유,*,*,*,*
그럼입쇼,197,15,4252,IC,*,F,그럼입쇼,*,*,*,*
그럼입죠,197,15,4252,IC,*,F,그럼입죠,*,*,*,*
그렇지,197,15,6648,IC,*,F,그렇지,*,*,*,*
그려,197,15,5073,IC,*,F,그려,*,*,*,*
그려어,197,15,4252,IC,*,F,그려어,*,*,*,*
그류,197,15,4252,IC,*,F,그류,*,*,*,*
그르게,197,15,4225,IC,*,F,그르게,*,*,*,*
그르니깐요,197,15,4252,IC,*,F,그르니깐요,*,*,*,*
그르치,197,15,4252,IC,*,F,그르치,*,*,*,*
그리고,197,15,4145,IC,*,F,그리고,*,*,*,*
그으래,197,15,4252,IC,*,F,그으래,*,*,*,*
그죠,197,15,3345,IC,*,F,그죠,*,*,*,*
그지,197,15,3549,IC,*,F,그지,*,*,*,*
그지요,197,15,4027,IC,*,F,그지요,*,*,*,*
그쵸,197,15,2702,IC,*,F,그쵸,*,*,*,*
그치,197,15,2556,IC,*,F,그치,*,*,*,*
글쎄,197,15,2233,IC,*,F,글쎄,*,*,*,*
글쎄다,197,15,4252,IC,*,F,글쎄다,*,*,*,*
글쎄올시다,197,15,4252,IC,*,F,글쎄올시다,*,*,*,*
글쎄요,197,15,4808,IC,*,F,글쎄요,*,*,*,*
글쎄요라니,197,15,4252,IC,*,F,글쎄요라니,*,*,*,*
글씨,197,15,4102,IC,*,F,글씨,*,*,*,*
글쿠나,197,15,4252,IC,*,F,글쿠나,*,*,*,*
기,197,15,7295,IC,*,F,기,*,*,*,*
기쎄,197,15,4252,IC,*,F,기쎄,*,*,*,*
길티,197,15,4252,IC,*,F,길티,*,*,*,*
까,197,15,7050,IC,*,F,까,*,*,*,*
까꽁,197,16,4252,IC,*,T,까꽁,*,*,*,*
까꿍,197,16,4036,IC,*,T,까꿍,*,*,*,*
까르르,197,15,4252,IC,*,F,까르르,*,*,*,*
까악까악,197,16,4252,IC,*,T,까악까악,*,*,*,*
까짓,197,16,4074,IC,*,T,까짓,*,*,*,*
